1;9789174130416;1;150;2019-01-23 13:45:03.0000000;1;2
2;9789174130416;1;150;2019-01-23 13:45:03.0000000;4;1
3;9789174130416;1;150;2019-01-22 13:45:03.0000000;1;1
4;9789174130416;1;150;2019-02-11 17:45:03.0000000;4;6
5;9789174130416;1;150;2019-02-23 13:45:03.0000000;3;4
6;9789174130416;1;150;2019-03-01 12:45:03.0000000;3;6
7;9789174130416;1;150;2019-03-04 13:45:03.0000000;1;6
8;9789174130416;1;150;2019-03-07 19:45:03.0000000;1;1
9;9789174130416;1;150;2019-03-08 09:45:03.0000000;2;7
10;9789174130416;1;150;2019-03-09 15:45:03.0000000;4;7
11;9789174130416;1;150;2019-03-10 13:45:03.0000000;1;2
12;9789174130416;1;150;2019-03-12 10:45:03.0000000;3;5
13;9789174130416;1;150;2019-03-14 13:45:03.0000000;2;5
14;9789174130416;3;150;2019-03-19 13:45:03.0000000;4;1
15;9789174130416;1;150;2019-03-19 13:45:03.0000000;1;8
16;9789174130416;1;150;2019-03-19 13:45:03.0000000;4;1
17;9789174130416;1;150;2019-03-19 13:45:03.0000000;1;8
18;9789174130416;1;150;2019-03-19 13:45:03.0000000;3;2
19;9789174130416;1;150;2019-03-19 13:45:03.0000000;2;3
20;9789174130416;1;150;2019-03-19 13:45:03.0000000;4;3
21;9789174130416;1;150;2019-03-19 13:45:03.0000000;4;2
22;9789174130416;1;150;2019-03-23 13:45:03.0000000;4;1
23;9789174130416;1;150;2019-03-23 13:45:03.0000000;3;3
24;9789174130416;1;150;2019-03-23 13:45:03.0000000;2;3
25;9789174130416;1;150;2019-03-23 13:45:03.0000000;1;4
26;9789174130416;2;150;2019-03-23 13:45:03.0000000;4;7
27;9789174130416;1;150;2019-03-23 13:45:03.0000000;4;8
28;9789174130416;1;150;2019-03-23 13:45:03.0000000;1;4
29;9789174130416;1;150;2019-04-23 13:45:03.0000000;4;5
30;9789174130416;1;150;2019-04-23 13:45:03.0000000;1;5
31;9789174130416;1;150;2019-04-23 13:45:03.0000000;4;4
32;9789174130416;1;150;2019-04-23 13:45:03.0000000;1;1
33;9789174130416;1;150;2019-04-23 13:45:03.0000000;2;2
34;9789174130416;1;150;2019-04-23 13:45:03.0000000;2;8
35;9789174130416;1;150;2019-04-23 13:45:03.0000000;2;1
36;9789174130416;1;150;2019-04-23 13:45:03.0000000;4;6
37;9789174130416;1;150;2019-04-23 13:45:03.0000000;4;1
38;9789174130416;1;150;2019-04-23 13:45:03.0000000;4;4
39;9789174130416;1;150;2019-04-23 13:45:03.0000000;4;4
40;9789174130416;1;150;2019-04-23 13:45:03.0000000;2;7
41;9789174130416;1;150;2019-04-23 13:45:03.0000000;1;8
42;9789174130416;1;150;2019-04-23 13:45:03.0000000;2;2
43;9789174130416;1;150;2019-04-23 13:45:03.0000000;4;5
44;9789174130416;1;150;2019-04-23 13:45:03.0000000;1;6
45;9789174130416;2;150;2019-04-23 13:45:03.0000000;4;3
46;9789174130416;1;150;2019-04-07 13:45:03.0000000;2;8
47;9789174130416;1;150;2019-05-07 13:45:03.0000000;1;4
48;9789174130416;1;150;2019-05-07 13:45:03.0000000;4;5
49;9789174130416;1;150;2019-05-07 13:45:03.0000000;4;5
50;9789174130416;1;150;2019-05-07 13:45:03.0000000;2;7
51;9789174130416;1;150;2019-05-07 13:45:03.0000000;2;2
52;9789174130416;1;150;2019-05-07 13:45:03.0000000;3;6
53;9789174130416;1;150;2019-05-07 13:45:03.0000000;4;7
54;9789174130416;1;150;2019-05-23 13:45:03.0000000;3;5
55;9789174130416;1;150;2019-05-23 13:45:03.0000000;2;2
56;9789174130416;1;150;2019-05-23 13:45:03.0000000;3;6
57;9789174130416;1;150;2019-05-23 13:45:03.0000000;1;8
58;9789174130416;1;150;2019-05-23 13:45:03.0000000;1;3
59;9789174130416;1;150;2019-05-23 13:45:03.0000000;1;2
60;9789174130416;1;150;2019-05-23 13:45:03.0000000;3;7
61;9789174130416;1;150;2019-05-23 13:45:03.0000000;3;4
62;9789174130416;1;150;2019-06-07 13:45:03.0000000;1;4
63;9789174130416;1;150;2019-06-07 13:45:03.0000000;4;5
64;9789174130416;4;150;2019-06-07 13:45:03.0000000;4;5
65;9789174130416;1;150;2019-06-09 13:45:03.0000000;2;7
66;9789174130416;1;150;2019-06-17 13:45:03.0000000;2;2
67;9789174130416;1;150;2019-06-07 13:45:03.0000000;3;6
68;9789174130416;1;150;2019-06-07 13:45:03.0000000;4;7
69;9789174130416;1;150;2019-06-23 13:45:03.0000000;3;5
70;9789174130416;1;150;2019-06-23 13:45:03.0000000;2;2
71;9789174130416;1;150;2019-06-23 13:45:03.0000000;3;6
72;9789174130416;1;150;2019-06-25 13:45:03.0000000;1;8
73;9789174130416;1;150;2019-06-27 13:45:03.0000000;1;3
74;9789174130416;1;150;2019-06-23 13:45:03.0000000;1;2
75;9789174130416;1;150;2019-06-27 16:45:03.0000000;3;7
76;9789174130416;1;150;2019-06-29 19:45:03.0000000;3;4
77;9789174130416;1;150;2019-07-23 13:45:03.0000000;1;2
78;9789174130416;1;150;2019-07-23 13:45:03.0000000;4;1
79;9789174130416;1;150;2019-07-22 13:45:03.0000000;1;1
80;9789174130416;1;150;2019-08-11 17:45:03.0000000;4;6
81;9789174130416;1;150;2019-08-23 13:45:03.0000000;3;4
82;9789174130416;1;150;2019-09-07 12:45:03.0000000;3;6
83;9789174130416;1;150;2019-09-04 13:45:03.0000000;1;6
84;9789174130416;1;150;2019-09-07 19:45:03.0000000;1;1
85;9789174130416;1;150;2019-09-08 09:45:03.0000000;2;7
86;9789174130416;1;150;2019-09-09 15:45:03.0000000;4;7
87;9789174130416;1;150;2019-09-10 13:45:03.0000000;1;2
88;9789174130416;1;150;2019-09-12 10:45:03.0000000;3;5
89;9789174130416;1;150;2019-09-14 13:45:03.0000000;2;5
90;9789174130416;3;150;2019-09-19 13:45:03.0000000;4;1
91;9789174130416;1;150;2019-09-19 13:45:03.0000000;1;8
92;9789174130416;1;150;2019-09-19 13:45:03.0000000;4;1
93;9789174130416;1;150;2019-09-19 13:45:03.0000000;1;8
94;9789174130416;1;150;2019-09-19 13:45:03.0000000;3;2
95;9789174130416;1;150;2019-09-19 13:45:03.0000000;2;3
96;9789174130416;1;150;2019-09-19 13:45:03.0000000;4;3
97;9789174130416;1;150;2019-09-19 13:45:03.0000000;4;2
